Title	Suburb	Address	Address 2	State	Postcode
BEENLEIGH RSL CLUB *BEER*	MOUNT WARREN PA	13 BARDYN HALLIDAY DR		QLD	4207
BEENLEIGH RSL CLUB *BEER*	MOUNT WARREN PA	13 BARDYN HALLIDAY DR		QLD	4207
BLACKWATER COUNTRY CLUB *DOCA*	BLACKWATER	2 MULGA ST		QLD	4717
BLACKWATER WORKERS CLUB *DOCA*	BLACKWATER	45 ARTHUR ST		QLD	4717
BLUE FIN FISHING CLUB	INALA	24 LILAC ST		QLD	4077
BLUE FIN FISHING CLUB *BEER*	INALA	24 LILAC ST		QLD	4077
BOONAH BOWLS CLUB *DD*	BOONAH	42 CORONATION DR		QLD	4310
BRAMBLE BAY BOWLS CLUB	WOODY POINT	HORNIBROOK ESP		QLD	4019
BRIBIE ISLAND SLS CLUB	WOORIM	NORTH ST		QLD	4507
BRIBIE ISLAND SLS CLUB *BEER*	WOORIM	NORTH ST		QLD	4507
BRIGHTON BOWLS CLUB*DD*	BRIGHTON	24 QUEENS PDE		QLD	4017
BRISBANE DEUTSCHER TURN	EAST BRISBANE	416 VULTURE ST		QLD	4169
BROTHERS GRANGE SPORTS CLUB	GRANGE	41 AGINCOURT STREET		QLD	4051
BROTHERS LEAGUE T/VILLE *DD*	KIRWAN	HERVEYS RANGE RD		QLD	4817
BROTHERS LEAGUE TVLLW BSC*DD*	KIRWAN	159 BAMFORD LANE		QLD	4817
BROTHERS LEAGUES CAIRNS	CAIRNS	99 ANDERSON ST		QLD	4870
BROTHERS LEAGUES IPSWICH	RACEVIEW	WILDY ST		QLD	4305
BUNDABERG RSL *BEER*	BUNDABERG	17 QUAY ST		QLD	4670
BUNDABERG SERVICES CLUB	BUNDABERG	17 QUAY ST		QLD	4670
BURLEIGH COMMUNITY CLUB	BURLEIGH	1640 GOLD COAST HWAY		QLD	4200
BURLEIGH HEADS BOWLS CLUB	BURLEIGH HEADS	GOLD COAST HWY		QLD	4220
BURNETT BOWLS CLUB *DD*	BUNDABERG	CNR GEORGE & MULGRAVE ST		QLD	4670
CABOOLTURE GOLF CLUB	CABOOLTURE	LESLEY AVE		QLD	4510
CAIRNS GOLF CLUB	WOREE	BRUCE HWY		QLD	4868
CALOUNDRA GOLF CLUB	CALOUNDRA	1 CHARLES WOODWARD DRIVE		QLD	4551
CAMP HILL BOWLS CLUB	NORMAN PARK	FERGUSON RD		QLD	4170
CAPRICORN COUNTRY CLUB	NTH ROCKHAMPTON	131 RICHARDSON RD		QLD	4701
CARINA LEAGUES CLUB	CARINA	CHADWICK HALL CREEK RD		QLD	4152
CHARLEVILLE MEMORIAL CLUB	CHARLEVILLE	WATSON & RIVER STS		QLD	4470
CHINCHILLA RSL MEM CLUB	CHINCHILLA	61 HEENEY ST		QLD	4413
CLARE SPORTS CLUB	CLARE	NELSON & SATCHEL STS		QLD	4807
CLEVELAND BOWLS CLUB	CLEVELAND	162 MIDDLE ST		QLD	4163
CLUB GLASS HOUSE INC	GLASSHOUSE MOUN	LOT 10 COONOWRIN RD		QLD	4518
CONDAMINE SPORTS CLUB	WARWICK	133 PALMERIN ST		QLD	4370
COOKTOWN BOWLS CLUB CP	COOKTOWN	CHARLOTTE ST		QLD	4895
COOKTOWN RSL MEM CLUB CP	COOKTOWN	CHARLOTTE ST		QLD	4895
COOLOOLA COAST BOWLS CLUB	TIN CAN BAY	4463 TIN CAN BAY RD		QLD	4580
COOLUM BEACH BOWLS CLUB	COOLUM BEACH	ELIZABETH ST		QLD	4573
COOROY GOLF CLUB	COOROY	28 MYALL ST		QLD	4563
COORPAROO RSL & COMM CLUB	COORPAROO	45 HOLDSWORTH ST		QLD	4151
CORFIELD SPORTS CLUB *DD*	CORFIELD	KENNEDY DEVELOPMENT RD		QLD	4733
CQ CAPRAS RLFC *PERMIT*	ROCKHAMPTON	BROWNE PARK		QLD	4700
CURRA COUNTRY CLUB	CURRA	10 DAVID DRIVE		QLD	4570
CURRUMBIN BCH VIKINGS SLS SUP	CURRUMBIN	741 PARADISE PARADE		QLD	4223
DALBY JUNIOR RUGBY LEAGUE	DALBY	ORPEN ST		QLD	4405
DARRA CEMENTCO BOWLS	DARRA	4 STATION AVE		QLD	4076
DEUTSCHER KLUB GOLD COAST	MERRIMAC	CNR JONDIQUE & GOODING DR		QLD	4226
DONNYBROOK DISTRICT BOWLS	DONNYBROOK	11-13 AMY ST		QLD	4510
DOOMBEN RACECOURSE	ASCOT	64 HAMPDEN ST		QLD	4007
EAGLE FARM RACE COURSE	ASCOT	230 LANCASTER RD		QLD	4007
EAST BUNDABERG SPORT*DD*	BUNDABERG	21 EASTGATE ST		QLD	4670
EASTS LEAGUES CLUB	COORPAROO	MAIN AVE		QLD	4151
EDGE HILL BOWLS CLUB	EDGE HILL	181 WOODWARD ST		QLD	4870
ELLIOT HEADS BOWLS CLUB	ELLIOTT HEADS	94 WELCH ST		QLD	4670
EMERALD GOLF CLUB	EMERALD	THERESA ST		QLD	4720
EMERALD GOLF CLUB *BEER*	EMERALD	THERESA ST		QLD	4720
FRENCHVILLE SPORTS *DD*PO*	NORTH ROCKHAMPT	105 CLIFTON ST		QLD	4701
GAILES GOLF CLUB	WACOL	299 WILRUNA ST		QLD	4076
GALLOPERS SPORTS CLUB	ASCOT	304 LANCASTER RD		QLD	4007
GEEBUNG RSL	GEEBUNG	NEWMAN RD & COLLINGS ST		QLD	4034
GLADES GOLF CLUB	ROBINA	GLADES DR		QLD	4230
GREENBANK RSL *DD*	HILLCREST	54 ANZAC AVE		QLD	4118
GREENBANK RSL BEER *DD*	HILLCREST	54 ANZAC AVE		QLD	4118
HARRUP PARK COUNTRY CLUB	MACKAY	JULIET STREET		QLD	4740
HERBERT RIVER SERVICE CLU*PBD*	INGHAM	HAWKINS ST		QLD	4850
HERVEY BAY BOAT CLUB	URANGAN	BUCCANEER DR		QLD	4655
HERVEY BAY BOAT CLUB *BEER*	URANGAN	BUCCANEER DR		QLD	4655
HERVEY BAY RSL CLUB	HERVEY BAY	13 TORQUAY RD		QLD	4655
HERVEY BAY RSL CLUB *BEER*	HERVEY BAY	13 TORQUAY RD		QLD	4655
HERVEY BAY UNITED SOCCER CLUB	HERVEY BAY	TAVITOCK ST		QLD	4655
HUGHENDEN RAILWAY SOC CLUB CP	HUGHENDEN	GRAY ST		QLD	4821
IPSWICH JETS LEAGUES *BEER*	NORTH IPSWICH	15 DOWNS STREET		QLD	4305
IPSWICH JETS LEAGUES CLUB	NORTH IPSWICH	15 DOWNS STREET		QLD	4305
IPSWICH RSL SERVICES CLUB	NORTH IPSWICH	5A LOWRY ST		QLD	4305
JUBILEE BOWLS CLUB *DD*	MUNDINGBURRA	13 BURDEKIN ST		QLD	4812
KARANA DOWNS GOLF	KARANA DOWNS	212 COLLEGE RD		QLD	4306
KARUMBA REC CLUB *PBD*	KARUMBA	KARUMBA DEVELOPMENT RD		QLD	4891
KAWANA BOWLS N REC	WURTULLA	476 NICKLIN WAY		QLD	4575
KEDRON FOOTBALL CLUB	KEDRON	SIXTH AVE		QLD	4031
KEDRON WAVELL SERV *BEER*	CHERMSIDE	375 HAMILTON RD		QLD	4032
KEDRON WAVELL SERV CLUB	CHERMSIDE	375 HAMILTON RD		QLD	4032
KEPPEL BAY SAILING CLB *DD*	YEPPOON	ANZAC PDE		QLD	4703
LAMB ISLAND REC CLUB	LAMB ISLAND	122-135 LUCAS DR		QLD	4184
LITTLE SHIP CLUB	DUNWICH	1 YABBY ST		QLD	4183
LOGAN CITY REC & SPORTING	KINGSTON	4 ALBA LANE		QLD	4114
LONGREACH BOWLS	LONGREACH	142 EAGLE ST		QLD	4730
MACKAY NORTHERN BCH BOWL	RURAL VIEW	2 ROSEWOOD DR		QLD	4740
MACLEAY ISLAND BOWLS CLUB	MACLEAY ISLAND	BENOWA ST		QLD	4184
MAGPIES SPORTING CLUB	GLENELLA	GLENELLA RD & SWEENEY CRT		QLD	4740
MANLY BOWLS CLUB	MANLY WEST	26 FAINE ST		QLD	4179
MAREEBA LEAGUES CLUB *DD*	MAREEBA	DOYLE ST		QLD	4880
MARYBOROUGH DIST CRICKET	MARYBOROUGH	NEWTOWN OVAL, ARIADNE ST		QLD	4650
MARYBOROUGH SPORTS X	MARYBOROUGH	CNR SALTWATER & SYNDEY ST		QLD	4650
MERTHYR BOWLS CLUB *DD*	NEW FARM	OXLADE DR		QLD	4005
MIDDLEMOUNT GOLF	MIDDLEMOUNT	CENTENARY DR NTH		QLD	4746
MITCHELL BOWLING CLUB	MITCHELL	23 DUBLIN ST		QLD	4465
MITCHELL BOWLING CLUB *BEER*	MITCHELL	23 DUBLIN ST		QLD	4465
MOOLOOLABA BOWLS CLUB	MOOLOOLABA	70 BRISBANE RD		QLD	4557
MOORE PARK BOWLS SPORTS	MOORE PARK	33 CLUB AVE		QLD	4670
MOOROOKA SPORTS & COMM	MOOROOKA	KOALA DR		QLD	4105
MORETON BAY BOAT *BEER*DD*	SCARBOROUGH	BIRD OF PASSAGE PDE		QLD	4020
MORETON BAY BOAT CLUB*DD*	SCARBOROUGH	BIRD OF PASSAGE PDE		QLD	4020
MORETON BAY SPORTS	TINGALPA	175 BOUNDARY ST		QLD	4173
MOSSMAN MEMORIAL BOWLS CP	MOSSMAN	6-8 JOHNSTON RD		QLD	4873
MOURA RSL	MOURA	30 YOUNG ST		QLD	4718
MT CROSBY BOWLS CLUB	MOUNT CROSBY	770 MT CROSBY RD		QLD	4306
MT CROSBY BOWLS CLUB *BEER	MOUNT CROSBY	770 MT CROSBY RD		QLD	4306
MT GRAVATT SPORTS CLUB	U/MOUNT GRAVATT	1873 LOGAN RD		QLD	4122
MT GRAVATT SPORTS CLUB *BEER*	U/MOUNT GRAVATT	1873 LOGAN RD		QLD	4122
NANANGO RSL CLUB *DD*	NANANGO	26 HENRY ST		QLD	4615
NEW FARM BOWLS CLUB	NEW FARM	BRUNSWICK ST		QLD	4005
NOOSA HEADS SLS SUPPORTERS CLB	NOOSA HEADS	69 HASTINGS ST		QLD	4567
NOOSA YACHT & ROWING CLUB	NOOSAVILLE	GYMPIE TCE		QLD	4566
NORMAN PARK SPORTS *DD*	NORMAN PARK	43 NORMAN AVE		QLD	4005
NORTH MACKAY BOWLS *DD*	MACKAY NORTH	74-76 MALCOMSON ST		QLD	4740
NORTHERN SUBURBS LEAGUE *BEER*	KALLANGUR	1347 ANZAC AVENUE		QLD	4503
NORTHERN SUBURBS LEAGUE CLUB	KALLANGUR	1347 ANZAC AVENUE		QLD	4503
NORTHERN SUBURBS LEAGUES	BEACONSFIELD	GOLFLINKS RD		QLD	4740
NORTHS DEVILS LEAGUES *BEER*	NUNDAH	CNR FRANKLIN & AMELIA STS		QLD	4012
NORTHS DEVILS LEAGUES CLUB	NUNDAH	CNR FRANKLIN & AMELIA STS		QLD	4012
NUDGEE GOLF CLUB	NUDGEE	NUDGEE RD		QLD	4014
NUDGEE GOLF CLUB *BEER*	NUDGEE	NUDGEE RD		QLD	4014
OXLEY GOLF CLUB	OXLEY	290 BOUNDARY RD		QLD	4075
PACIFIC HARBOUR GOLF *BEER*	BANKSIA BEACH	141-159 AVON AVE		QLD	4507
PACIFIC HARBOUR GOLF CLUB	BANKSIA BEACH	141-159 AVON AVE		QLD	4507
PAST BROTHERS INNISFAIL	INNISFAIL	ERNEST & CAMPBELL		QLD	4860
PICNIC BAY SLS SUPPORTERS	TOWNSVILLE	80 THE STRAND		QLD	4810
PINE RIVERS MEM BOWLS	BRAY PARK	CNR SPARKES & FRANCIS RDS		QLD	4500
PINE RIVERS MEM BOWLS *BEER*	BRAY PARK	CNR SPARKES & FRANCIS RDS		QLD	4500
POMONA BOWLS CLUB	POMONA	6 SCHOOL ST		QLD	4568
PORT CURTIS SAILING *BEER*	GLADSTONE	1 GOONDOON ST		QLD	4680
PORT CURTIS SAILING CLUB	GLADSTONE	1 GOONDOON ST		QLD	4680
QUEENSLAND LIONS F/BALL *BEER*	BRISBANE	133 PINE ROAD		QLD	4077
QUEENSLAND LIONS FOOTBALL CLB	BRISBANE	133 PINE ROAD		QLD	4077
QUILPIE CLUB	QUILPIE	BROLGA ST		QLD	4480
QUILPIE CLUB *BEER*	QUILPIE	BROLGA ST		QLD	4480
RACV NOOSA RESORT	NOOSA HEADS	94 NOOSA DR		QLD	4567
RACV ROYAL PINES RESORT	ASHMORE	ROSS ST		QLD	4214
RAINBOW BEACH SPORTS CLUB X	RAINBOW BEACH	1 TURANA ST		QLD	4581
REDCLIFFE RSL *BEER* X	REDCLIFFE	DOWNS & REDCLIFFE PDE		QLD	4020
REDCLIFFE RSL X	REDCLIFFE	DOWNS & REDCLIFFE PDE		QLD	4020
REDLAND BAY GOLF CLUB	REDLAND BAY	NORTH ST		QLD	4165
REDLAND BOWLS CLUB *DD*	VICTORIA POINT	POINCIANA ST		QLD	4165
REDLANDS SPORTING CLUB INC	WELLINGTON POIN	ANSON RD		QLD	4160
ROBINA BOWLS CLUB *DD*	ROBINA	RON PENHALIGON HWY		QLD	4226
ROCKHAMPTON GOLF	ROCKHAMPTON	40 ANN ST		QLD	4700
ROCKHAMPTON LEAGUES *BEER*	ROCKHAMPTON	BROWNE PK CAMBRIDGE ST		QLD	4700
ROCKHAMPTON LEAGUES CLUB	ROCKHAMPTON	BROWNE PK CAMBRIDGE ST		QLD	4700
ROMA BOWLS CLUB	ROMA	35 LOVELL ST		QLD	4455
RSL TOWNSVILLE	HERMIT PARK	139 CHARTERS TOWERS RD		QLD	4812
RSLA (QLD) MARYBOROUGH SUB	MARYBOROUGH	163-175 LENNOX ST		QLD	4650
RUGBY CLUB TOWNSVILLE	CURRAJONG	165 HUGH ST		QLD	4812
RUGGERS RESTAURANT	ALBION	103 CROSBY RD		QLD	4010
RUGGERS RESTAURANT *BEER*	ALBION	103 CROSBY RD		QLD	4010
RUSSELL ISL RSL SERV CLUB	RUSSELL ISLAND	CUPHEA ST		QLD	4184
RUSSELL ISLAND BOWLS CLUB	RUSSELL ISLAND	50 JACKSON RD		QLD	4184
SALISBURY BOWLS CLUB	SALISBURY	AINSWORTH ST		QLD	4107
SANDGATE RSL MEM *DOCA*	SANDGATE	50 KEOGH ST		QLD	4017
SANDY GALLOP GOLF COURSE	IPSWICH	100 LOBB ST		QLD	4305
SARINA LEAGUES CLUB	SARINA	BREWERS & BROD STS		QLD	4737
SEAFORTH BOWLS CLUB	SEAFORTH	WALSH AVE		QLD	4747
SHERWOOD DIST AFL	CHELMER	41 CHELMER ST EAST		QLD	4075
SHERWOOD DIST AFL *BEER*	CHELMER	41 CHELMER ST EAST		QLD	4075
SHERWOOD SERVICES CLUB	CORINDA	CNR BROWN & CLEWLEY ST		QLD	4075
SHERWOOD SERVICES CLUB *BEER*	CORINDA	CNR BROWN & CLEWLEY ST		QLD	4075
SOLANDER LAKE BOWLS *BEER*	BANKSIA BEACH	SUNDERLAND DR		QLD	4507
SOLANDER LAKE BOWLS CLUB	BANKSIA BEACH	SUNDERLAND DR		QLD	4507
SOUTHERN SUBURBS BOWLS	MACKAY	39 WARDROP ST		QLD	4741
SOUTHERN SUBURBS FOOTBALL	MACKAY	177 MILTON ST		QLD	4741
SOUTHPORT YACHT CLUB INC	MAIN BEACH	SEAWORLD DR & MACARTHUR		QLD	4217
SOUTHS ACACIA LEAGUES CLUB	ACACIA RIDGE	MORTIMER RD		QLD	4110
SOUTHSIDE SPORT C-CENTRE *BEER	MOUNT GRAVATT	PO BOX 539		QLD	4122
SOUTHSIDE SPORTS C-CENTRE	U/MT GRAVATTT	76 MT GRAVATT&CAPALABA RD		QLD	4122
ST GEORGE RSL *DD*	ST GEORGE	108 ALFRED ST		QLD	4487
ST GEORGES RSL *BEER* *DD*	ST GEORGE	108 ALFRED ST		QLD	4487
STRIKE ON CAVILL	SURFERS PARADIS	CNR G/COAST HWY & CAVILL		QLD	4217
STRIKE WINTERGARDEN	BRISBANE	LVL 3 QUEEN ST MALL		QLD	4000
SUNNYBANK BOWLS CLUB	SUNNYBANK	TURTON ST		QLD	4109
SUNNYBANK RUGBY UNION CLUB	SUNNYBANK	MCCULLOUGH ST		QLD	4109
SWIFTS LEAGUES	BOOVAL	GREEN ST		QLD	4304
TARA BOWLS CLUB	TARA	1 FRY ST		QLD	4421
TATTERSAL'S CLUB	BRISBANE	202 EDWARD ST		QLD	4001
TEWANTIN NOOSA GOLF CLUB	TEWANTIN	COOROY NOOSA RD		QLD	4565
THURINGOWA RSL SUB BRANCH CP	KELSO	13 KELSO DRIVE		QLD	4815
TIERI BOWLS CLUB	TIERI	NORTH RD		QLD	4709
TIN CAN BAY COUNTRY CLUB	TIN CAN BAY	KIDD ST		QLD	4580
TOOWOOMBA GOLF CLUB	TOOWOOMBA	235-323 ROWBOTHAM ST		QLD	4350
TOOWOOMBA SPORTS CLUB	TOOWOOMBA	360 RUTHVEN ST		QLD	4350
TOWNSVILLE GOLF CLUB	HERMIT PARK	BENSON ST		QLD	4812
TOWNSVILLE MOTOR BOAT CLUB CP	SOUTH TOWNSVILL	PLUME ST		QLD	4810
TUGUN BOWLS CLUB	TUGUN	KALEENA ST		QLD	4224
TUGUN SLS SUPPORTERS ASSOC	TUGUN	29 OCONNOR ST		QLD	4224
TWEED HDS & C/GATTA SLSS	COOLANGATTA	CNR MARINE & HILL ST		QLD	4225
URANGAN BOWLS CLUB*DD*	URANGAN	CNR DAYRAN & MARGARET ST		QLD	4655
VIRGINIA GOLF CLUB	BANYO	ELLIOTT RD		QLD	4014
WEIPA BOWLS CLUB	WEIPA	ARTIE WALES DR		QLD	4874
WHITSUNDAY SAILING CLUB	AIRLIE BEACH	AIRLIE POINT		QLD	4802
WILSTON GRANGE AFL	STAFFORD	HICKEY PARK BOVBARRA ST		QLD	4053
WINDSOR BOWLS CLUB *DD*	WINDSOR	69 BLACKMORE ST		QLD	4030
WOLSTON PARK GOLF CLUB	WACOL	ELLERTON DR		QLD	4300
WONDAI COUNTRY CLUB INC	WONDAI	BUNYA HWY		QLD	4606
WOODGATE CLUB	WOODGATE	THE ESPLANADE		QLD	4660
WOOMBYE BOWLS CLUB	WOOMBYE	HILL ST		QLD	4559
WOONGOOLBA BOWLS CLUB	STEIGLITZ	324 CABBAGE TREE POINT RD		QLD	4207
WYNNUM BOWLS CLUB	WYNNUM	1 BRIDGE ST		QLD	4178
WYNNUM GOLF CLUB	WYNNUM	64 STRADBROKE AVE		QLD	4178
WYNNUM MANLY JUNIOR RLFC	WYNNUM	57 STRADBROKE AVE		QLD	4178
WYNNUM MANLY JUNIOR RLFC *BEER	WYNNUM	57 STRADBROKE AVE		QLD	4178
WYNNUM MANLY LEAGUES	MANLY WEST	92 WONDALL RD		QLD	4178
WYNNUM MANLY LEAGUES *BEER*	MANLY WEST	92 WONDALL RD		QLD	4178
WYNNUM MANLY WORKERS *BEER*	TINGALPA	35 WONDALL RD		QLD	4173
WYNNUM MANLY WORKERS CLUB	TINGALPA	35 WONDALL RD		QLD	4173
YERONGA SERVICES CLUB *DD*	YERONGA	385 FAIRFIELD RD		QLD	4104
CBS AT SURFERS PARADISE COP	CRESTMEAD	111-137 MAGNESIUM DRIVE		QLD	4132
ALBION HOTEL NORMANTON	NORMANTON	HAIG ST		QLD	4890
AMBASSADOR OF RDCLFF NW PRT	SCARBOROUGH	SHP 2 133-144 GRIFFITH RD		QLD	4020
AMBASSADOR OF REDCL CLONTR	CLONTARF	SHP 1 ANGUS & ELIZABETH S		QLD	4019
AMBASSADOR OF REDCL MARGATE	MARGATE	SHP 1-3 325 OXLEY AVE		QLD	4019
AMBASSADOR OF REDCLIFFE	REDCLIFFE	41 REDCLIFFE PDE		QLD	4020
ARAMAC HOTEL	ARAMAC	67 GORDON ST		QLD	4726
ASHTON HOTEL	LONG POCKET	9 HABERMANN ROAD		QLD	4850
AYR HOTEL	AYR	160 QUEEN ST		QLD	4807
BAMAGA TAVERN	BAMAGA	ADIDI ST		QLD	4876
BELLEVUE HOTEL PBD	COOMINYA	MAIN ST		QLD	4311
BIRDCAGE HOTEL	LONGREACH	31 DUCK ST		QLD	4730
BLUEWATER BAR	TRINITY PARK	3 MARINA QUAY		QLD	4879
BLUFF HOTEL	BLUFF	34 MAIN ST		QLD	4702
BRAVO WINE BAR BISTRO MILT	MILTON	SHP 14 36 BAROONA RD		QLD	4064
BRAVO WINE BAR BISTRO WILSTON	WILSTON	84 KEDRONBROOK RD		QLD	4051
BULL & BARLEY INN L@*DD*	CAMBOOYA	61 ETON ST		QLD	4358
BUNYA MOUNTAINS TAVERN	BUNYA MOUNTAINS	BUNYA AVE (GENERAL STORE)		QLD	4405
BURKETOWN PUB	BURKETOWN	CNR BEAME & MUSGRAVE STS		QLD	4830
CAPE YORK PENINSULA LODGE	BAMAGA	LUI ST		QLD	4876
CARPENTARIA GOLF CLUB	WEIPA	1 TOM MORRISON DR		QLD	4874
CHANNEL INN	LUCINDA	47 DUNGENESS RD		QLD	4850
CLERMONT HOTEL MOTEL	CLERMONT	30 HERSCHEL ST		QLD	4721
CLUB HOTEL CLIFTON *DD*	CLIFTON	71 KING ST		QLD	4361
CLUB HOTEL MUNGALLALA	MUNGALLALA	12 REDFORD ST		QLD	4467
COMMERCIAL BILOELA	BILOELA	64 KARIBOE ST		QLD	4715
COMMONWEALTH T'VILLE	STH TOWNSVILLE	46 ALLEN ST		QLD	4810
COOMERA WATERS TAVERN	COOMERA	941 HARBOUR VILLAGE PDE		QLD	4209
COVE TAVERN S/COVE DBS 1	HOPE ISLAND	8-9A/ 18-24 BROADWATER AV		QLD	4212
COVE TAVERN SANCTUARY COVE	SANCTUARY COVE	7 MASTHEAD WAY		QLD	4212
CREEK TAVERN DBS 1 X	MOUNTAIN CREEK	11-12 170 KARAWATHA DR		QLD	4557
CREEK TAVERN DBS 2 X	MAROOCHYDORE	69 MAUD ST		QLD	4558
CURRAJAH HOTEL	WANGAN	68 MEYER AVE		QLD	4871
DALBY HOTEL MOTEL X	DALBY	2 CUNNINGHAM STREET		QLD	4405
DUPORTH TAVERN	MAROOCHYDORE	52 DUPORTH AVE		QLD	4558
ELLANGOWAN HOTEL	AUGATHELLA	88-90 MAIN ST		QLD	4477
ENOGERRA C STORE GALLIPOLI	ENOGGERA	BLD #2 RATTEY STREET		QLD	4052
EURONG BEACH TOUR RESORT*DD*	FRASER ISLAND	ANDERSON STREET		QLD	4581
EXCHANGE HOTEL JANDOWAE	JANDOWAE	41 HIGH ST		QLD	4410
FEDERAL HOTEL MARYBOROUGH	MARYBOROUGH	270 KENT STREET		QLD	4650
FISHERMAN WHARF TAVERN PP*PBD*	MAIN BEACH	SHP 40 60-70 SEAWORLD DR		QLD	4217
FOREST HILL HOTEL	FOREST HILL	CNR VICTORIA & WILLIAM ST		QLD	4342
FRANCIS HOTEL	THALLON	16 PINE ST		QLD	4497
FRASER ISLAND RETREAT	NIKENBAH	90 CHAPEL RD		QLD	4655
FRIDAYS TAVERN	BRISBANE	EAGLE ST RIVERSIDE CENTRE		QLD	4000
FRIDAYS TAVERN DBS3	KELVIN GROVE	232 KELVIN GROVE RD		QLD	4050
FRIDAYS TVN ASHGROVE	ASHGROVE	161 WATERWORKS BP GARAGE		QLD	4060
FRIDAYS TVN CLAYFIELD	CLAYFIELD	270 JUNCTION RD		QLD	4011
GENERAL STORE CAPE TRIB	CAPE TRIBULATIO	MYALL CREEK		QLD	4873
GORDONVALE HOTEL	GORDONVALE	82 NORMAN ST		QLD	4865
GREGORY DOWNS HOTEL	GREGORY DOWNS	WILLS ROAD		QLD	5830
GREYSTONE BAR	SOUTH BRISBANE	SHOP 7 / 166 GRAY		QLD	4101
HOTEL AUSTRAILA MILES*DD*	MILES	55 MURILLA ST		QLD	4415
HOTEL CECIL WONDAI	WONDAI	58 MACKENZIE ST		QLD	4606
HOTEL COOLANGATTA	COOLANGATTA	72-80 MARINE PDE		QLD	4225
HOTEL COOLANGATTA DBS 1	COOLANGATTA	15 WARD ST		QLD	4225
HOTEL COOLANGATTA DBS 2-TUGUN	TUGUN	SHOP3,4/1 KALLARA ST		QLD	4224
HOTEL MITCHELL	MITCHELL	CAMBRIDGE ST		QLD	4465
HOTEL MONIER	DARRA	176 MONIER RD		QLD	4076
HOTEL MONIER GRACEVILLE	GRACEVILLE	SH 6 158 GRACEVILLE AVE		QLD	4075
HOTEL PACIFIC	SOUTHPORT	AUST FAIR MARINE PDE		QLD	4215
HOTEL WATERMARK BRISBANE	SPRING HILL	551 WICKHAM TCE		QLD	4000
IMPERIAL QUILPIE	QUILPIE	42 BROLGA ST		QLD	4480
INN FOURTY-SEVEN	CHEVRON ISLAND	47 THOMAS DR		QLD	4217
JUNCTION HOTEL DIMBULAH*PBD*	DIMBULAH	RALLEIGH ST		QLD	4872
KINGAROY HOTEL MOTEL X	KINGAROY	HALY & YOUNGMAN STS		QLD	4610
LAGUNA JACKS	NOOSA HEADS	50 HASTINGS ST		QLD	4567
LAGUNA JACKS BTL SHOP	NOOSAVILLE	NOOSA RIVER SHOP CTR		QLD	4566
LAGUNA JACK'S QUAMBY	NOOSA HEADS	4/2 QUAMBY PL		QLD	4567
LAKELAND DOWNS HOTEL	LAKELAND	PENINSULA DEVELOPMENT RD		QLD	4871
LAKES CREEK HOTEL	LAKES CREEK	431 LAKES CREEK RD		QLD	4701
LAVARACK ISSUE POINT	TOWNSVILLE	LAVARACK BARRACKS		QLD	4814
MAIDENWELL HOTEL *DD*	MAIDENWELL	MAIN STREET		QLD	4615
MAROOCHY BRIDGE BARN	MAROOCHYDORE	DEENA ST		QLD	4558
MAROOCHY BRIDGE CENTRO	PACIFIC PARADIS	SH18 CENTRO DAVID LOW WAY		QLD	4564
MAROOCHY BRIDGE PACIFIC	PACIFIC PARADIS	SH3 658 DAVID LOW WAY		QLD	4564
MAROOCHY BRIDGE WISES	MAROOCHYDORE	SH 1 94 WISES RD		QLD	4558
MOONIE CROSSROADS	MOONIE	MOONIE & LEICHARDT HWAYS		QLD	4406
MUCKADILLA HOTEL	MUCKADILLA	49122 WARREGO HWAY		QLD	4461
MURPHY'S HOTEL	MARYBOROUGH	96-98 RICHMOND ST		QLD	4650
NIGHT NOODLE MARKETS	BRISBANE	SOUTHBANK		QLD	4101
O'SHANLEY'S IRISH PUB	CLIFTON	54 CLARK ST		QLD	4361
O'SHEAS HOTEL MOTEL	WALKERSTON	1 BOLD ST		QLD	4751
OXFORD HOTEL MOTEL	CUNNAMULLA	13 BOWRA ST		QLD	4490
PRINCE OF WALES PROSERPINE	PROSERPINE	34 MAIN STREET		QLD	4800
RAAF BASE AMBERLEY C STORE	AMBERLEY	BLD 726 SOUTHERN AMBERLEY		QLD	4306
RATHDOWNEY HOTEL	RATHDOWNEY	MT LINDSAY HWY		QLD	4287
RED LION HOTEL	ALLENSTOWN	138 DENHAM ST		QLD	4700
ROLLESTON HOTEL	ROLLESTON	39 WARRIJO ST		QLD	4702
ROYAL EROMANGA	QUILPIE	1 DEACON ST		QLD	4480
ROYAL HOTEL CARRANGARRA	TAMBO	25 ARTHUR ST		QLD	4478
ROYAL HOTEL MEANDARRA	MEANDARRA	4 SARA ST		QLD	4422
ROYAL LEYBURN	LEYBURN	71 MACINTYRE ST		QLD	4365
ROYAL MAIL HOTEL GOODNA*DD*	GOODNA	90 BRISBANE TCE		QLD	4300
SIMPSON DESERT ROAD*DD*	BEDOURIE	HERBERT ST		QLD	4829
SPEEWAH COUNTRY TAVERN	SPEEWAH	LOT 12 SPEEWAH RD		QLD	4881
SPOTTED DOG TAVERN X	BUNDABERG	217 BOURBONG ST		QLD	4670
SPRINGSURE HOTEL MOTEL	SPRINGSURE	48 ECLIPSE ST		QLD	4722
TAMBO TAVERN	TAMBO	29-31 ARTHUR STREET		QLD	4478
